tanggal,harga
2022-10-03,45000.0
2022-10-04,52000.0
2022-10-05,52000.0
2022-10-06,52000.0
2022-10-07,42000.0
2022-10-08,42000.0
2022-10-09,39500.0
2022-10-10,42000.0
2022-10-11,35000.0
2022-10-12,35000.0
2022-10-13,35000.0
2022-10-14,35000.0
2022-10-15,35000.0
2022-10-16,35000.0
2022-10-17,37000.0
2022-10-18,32000.0
2022-10-19,32000.0
2022-10-20,32000.0
2022-10-21,32000.0
2022-10-22,32000.0
2022-10-23,32000.0
2022-10-24,32000.0
2022-10-25,32000.0
2022-10-26,32000.0
2022-10-27,32000.0
2022-10-28,32000.0
2022-10-29,32000.0
2022-10-30,32000.0
2022-10-31,32000.0
2022-11-01,32000.0
2022-11-02,32000.0
2022-11-03,32000.0
2022-11-04,32000.0
2022-11-05,32000.0
2022-11-06,32000.0
2022-11-07,32000.0
2022-11-08,32000.0
2022-11-09,32000.0
2022-11-10,27000.0
2022-11-11,27000.0
2022-11-12,24500.0
2022-11-13,22000.0
2022-11-14,21000.0
2022-11-15,21000.0
2022-11-16,21000.0
2022-11-17,21000.0
2022-11-18,21000.0
2022-11-19,22000.0
2022-11-20,22000.0
2022-11-21,22000.0
2022-11-22,22000.0
2022-11-23,22000.0
2022-11-24,22000.0
2022-11-25,22000.0
2022-11-26,22000.0
2022-11-27,22000.0
2022-11-28,21000.0
2022-11-29,21000.0
2022-11-30,22000.0
2022-12-01,21000.0
2022-12-02,21000.0
2022-12-03,26000.0
2022-12-04,30000.0
2022-12-05,30000.0
2022-12-06,30000.0
2022-12-07,30000.0
2022-12-08,30000.0
2022-12-09,30000.0
2022-12-10,30500.0
2022-12-11,31000.0
2022-12-12,31000.0
2022-12-13,31000.0
2022-12-14,31000.0
2022-12-15,31000.0
2022-12-16,31000.0
2022-12-17,31000.0
2022-12-18,31000.0
2022-12-19,31000.0
2022-12-20,31000.0
2022-12-21,31000.0
2022-12-22,31000.0
2022-12-23,31000.0
2022-12-24,37000.0
2022-12-25,37000.0
2022-12-26,37000.0
2022-12-27,37000.0
2022-12-28,37000.0
2022-12-29,37000.0
2022-12-30,37000.0
2022-12-31,42000.0
2023-01-01,42000.0
2023-01-02,42000.0
2023-01-03,45000.0
2023-01-04,45000.0
2023-01-05,45000.0
2023-01-06,60000.0
2023-01-07,60000.0
2023-01-08,60000.0
2023-01-09,60000.0
2023-01-10,60000.0
2023-01-11,51000.0
2023-01-12,51000.0
2023-01-13,51000.0
2023-01-14,51000.0
2023-01-15,51000.0
2023-01-16,36000.0
2023-01-17,27000.0
2023-01-18,27000.0
2023-01-19,35000.0
2023-01-20,35000.0
2023-01-21,35000.0
2023-01-22,35000.0
2023-01-23,42000.0
2023-01-24,42000.0
2023-01-25,42000.0
2023-01-26,42000.0
2023-01-27,42000.0
2023-01-28,42000.0
2023-01-29,42000.0
2023-01-30,42000.0
2023-01-31,46000.0
2023-02-01,46000.0
2023-02-02,46000.0
2023-02-03,46000.0
2023-02-04,46000.0
2023-02-05,46000.0
2023-02-06,46000.0
2023-02-07,36000.0
2023-02-08,36000.0
2023-02-09,36000.0
2023-02-10,36000.0
2023-02-11,36000.0
2023-02-12,36000.0
2023-02-13,39000.0
2023-02-14,39000.0
2023-02-15,51000.0
2023-02-16,51000.0
2023-02-17,51000.0
2023-02-18,51000.0
2023-02-19,51000.0
2023-02-20,51000.0
2023-02-21,51000.0
2023-02-22,56000.0
2023-02-23,56000.0
2023-02-24,56000.0
2023-02-25,56000.0
2023-02-26,56000.0
2023-02-27,51000.0
2023-02-28,51000.0
2023-03-01,51000.0
2023-03-02,51000.0
2023-03-03,51000.0
2023-03-04,51000.0
2023-03-05,51000.0
2023-03-06,56000.0
2023-03-07,56000.0
2023-03-08,56000.0
2023-03-09,56000.0
2023-03-10,56000.0
2023-03-11,56000.0
2023-03-12,56000.0
2023-03-13,57000.0
2023-03-14,57000.0
2023-03-15,57000.0
2023-03-16,57000.0
2023-03-17,57000.0
2023-03-18,60000.0
2023-03-19,60000.0
2023-03-20,62000.0
2023-03-21,62000.0
2023-03-22,62000.0
2023-03-23,60000.0
2023-03-24,60000.0
2023-03-25,60000.0
2023-03-26,60000.0
2023-03-27,57000.0
2023-03-28,40000.0
2023-03-29,25000.0
2023-03-30,25000.0
2023-03-31,35000.0
2023-04-01,35000.0
2023-04-02,35000.0
2023-04-03,35000.0
2023-04-04,35000.0
2023-04-05,35000.0
2023-04-06,35000.0
2023-04-07,35000.0
2023-04-08,35000.0
2023-04-09,20000.0
2023-04-10,20000.0
2023-04-11,20000.0
2023-04-12,17000.0
2023-04-13,17000.0
2023-04-14,20000.0
2023-04-15,20000.0
2023-04-16,20000.0
2023-04-17,20000.0
2023-04-18,30000.0
2023-04-19,30000.0
2023-04-20,30000.0
2023-04-21,35000.0
2023-04-22,35000.0
2023-04-23,35000.0
2023-04-24,35000.0
2023-04-25,36000.0
2023-04-26,25000.0
2023-04-27,25000.0
